Run_Index,Start_X,Start_Y,Current_X,Current_Y,Next_X,Next_Y
1.0,3.0689874450095553,5.331082958221463,3.0689874450095553,5.331082958221463,2.0689874450095553,6.331082958221463
1.0,3.0689874450095553,5.331082958221463,2.0689874450095553,6.331082958221463,2.0689874450095553,7.331082958221463
1.0,3.0689874450095553,5.331082958221463,2.0689874450095553,7.331082958221463,1.0689874450095553,8.331082958221463
2.0,4.289169751597367,1.2285923534301157,4.289169751597367,1.2285923534301157,4.289169751597367,2.2285923534301157
2.0,4.289169751597367,1.2285923534301157,4.289169751597367,2.2285923534301157,4.289169751597367,3.2285923534301157
2.0,4.289169751597367,1.2285923534301157,4.289169751597367,3.2285923534301157,5.289169751597367,3.2285923534301157
2.0,4.289169751597367,1.2285923534301157,5.289169751597367,3.2285923534301157,6.289169751597367,2.2285923534301157
2.0,4.289169751597367,1.2285923534301157,6.289169751597367,2.2285923534301157,5.289169751597367,3.2285923534301157
2.0,4.289169751597367,1.2285923534301157,5.289169751597367,3.2285923534301157,5.289169751597367,4.228592353430116
4.0,6.650680448910173,9.720683394091328,6.650680448910173,9.720683394091328,7.650680448910173,8.720683394091328
4.0,6.650680448910173,9.720683394091328,7.650680448910173,8.720683394091328,7.650680448910173,7.720683394091328
4.0,6.650680448910173,9.720683394091328,7.650680448910173,7.720683394091328,6.650680448910173,6.720683394091328
4.0,6.650680448910173,9.720683394091328,6.650680448910173,6.720683394091328,6.650680448910173,5.720683394091328
4.0,6.650680448910173,9.720683394091328,6.650680448910173,5.720683394091328,7.650680448910173,4.720683394091328
4.0,6.650680448910173,9.720683394091328,7.650680448910173,4.720683394091328,6.650680448910173,3.7206833940913278
4.0,6.650680448910173,9.720683394091328,6.650680448910173,3.7206833940913278,5.650680448910173,3.7206833940913278
5.0,0.38099359334457295,8.774578146412018,0.38099359334457295,8.774578146412018,1.380993593344573,8.774578146412018
5.0,0.38099359334457295,8.774578146412018,1.380993593344573,8.774578146412018,2.3809935933445727,7.7745781464120185
5.0,0.38099359334457295,8.774578146412018,2.3809935933445727,7.7745781464120185,3.3809935933445727,6.7745781464120185
5.0,0.38099359334457295,8.774578146412018,3.3809935933445727,6.7745781464120185,4.380993593344573,5.7745781464120185
5.0,0.38099359334457295,8.774578146412018,4.380993593344573,5.7745781464120185,4.380993593344573,6.7745781464120185
5.0,0.38099359334457295,8.774578146412018,4.380993593344573,6.7745781464120185,5.380993593344573,7.7745781464120185
5.0,0.38099359334457295,8.774578146412018,5.380993593344573,7.7745781464120185,6.380993593344573,7.7745781464120185
5.0,0.38099359334457295,8.774578146412018,6.380993593344573,7.7745781464120185,7.380993593344573,8.774578146412018
5.0,0.38099359334457295,8.774578146412018,7.380993593344573,8.774578146412018,8.380993593344574,8.774578146412018
6.0,3.7543583174784767,5.426462351555449,3.7543583174784767,5.426462351555449,4.754358317478477,5.426462351555449
6.0,3.7543583174784767,5.426462351555449,4.754358317478477,5.426462351555449,5.754358317478477,5.426462351555449
7.0,4.530050558048112,5.669553030454399,4.530050558048112,5.669553030454399,4.530050558048112,4.669553030454399
7.0,4.530050558048112,5.669553030454399,4.530050558048112,4.669553030454399,4.530050558048112,3.6695530304543986
7.0,4.530050558048112,5.669553030454399,4.530050558048112,3.6695530304543986,4.530050558048112,2.6695530304543986
7.0,4.530050558048112,5.669553030454399,4.530050558048112,2.6695530304543986,4.530050558048112,1.6695530304543986
7.0,4.530050558048112,5.669553030454399,4.530050558048112,1.6695530304543986,4.530050558048112,0.6695530304543986
8.0,9.627455167578315,5.813275728008723,9.627455167578315,5.813275728008723,8.627455167578315,4.813275728008723
8.0,9.627455167578315,5.813275728008723,8.627455167578315,4.813275728008723,9.627455167578315,3.8132757280087226
8.0,9.627455167578315,5.813275728008723,9.627455167578315,3.8132757280087226,8.627455167578315,2.8132757280087226
8.0,9.627455167578315,5.813275728008723,8.627455167578315,2.8132757280087226,7.627455167578315,3.8132757280087226
8.0,9.627455167578315,5.813275728008723,7.627455167578315,3.8132757280087226,6.627455167578315,3.8132757280087226
8.0,9.627455167578315,5.813275728008723,6.627455167578315,3.8132757280087226,5.627455167578315,3.8132757280087226
9.0,8.022520508571422,9.378558416798,8.022520508571422,9.378558416798,7.0225205085714215,8.378558416798
9.0,8.022520508571422,9.378558416798,7.0225205085714215,8.378558416798,6.0225205085714215,7.3785584167980005
9.0,8.022520508571422,9.378558416798,6.0225205085714215,7.3785584167980005,7.0225205085714215,6.3785584167980005
9.0,8.022520508571422,9.378558416798,7.0225205085714215,6.3785584167980005,7.0225205085714215,5.3785584167980005
9.0,8.022520508571422,9.378558416798,7.0225205085714215,5.3785584167980005,7.0225205085714215,4.3785584167980005
9.0,8.022520508571422,9.378558416798,7.0225205085714215,4.3785584167980005,8.022520508571422,3.3785584167980005
10.0,8.143371769837579,4.225778746457712,8.143371769837579,4.225778746457712,7.143371769837579,4.225778746457712
10.0,8.143371769837579,4.225778746457712,7.143371769837579,4.225778746457712,6.143371769837579,4.225778746457712
10.0,8.143371769837579,4.225778746457712,6.143371769837579,4.225778746457712,5.143371769837579,4.225778746457712
10.0,8.143371769837579,4.225778746457712,5.143371769837579,4.225778746457712,4.143371769837579,4.225778746457712
10.0,8.143371769837579,4.225778746457712,4.143371769837579,4.225778746457712,3.1433717698375787,4.225778746457712
11.0,5.484860307738325,8.533914314730993,5.484860307738325,8.533914314730993,4.484860307738325,7.533914314730993
11.0,5.484860307738325,8.533914314730993,4.484860307738325,7.533914314730993,3.484860307738325,6.533914314730993
11.0,5.484860307738325,8.533914314730993,3.484860307738325,6.533914314730993,2.484860307738325,6.533914314730993
12.0,0.6508807404789441,5.343365435485895,0.6508807404789441,5.343365435485895,1.650880740478944,5.343365435485895
12.0,0.6508807404789441,5.343365435485895,1.650880740478944,5.343365435485895,2.650880740478944,5.343365435485895
12.0,0.6508807404789441,5.343365435485895,2.650880740478944,5.343365435485895,3.650880740478944,5.343365435485895
12.0,0.6508807404789441,5.343365435485895,3.650880740478944,5.343365435485895,4.650880740478944,5.343365435485895
12.0,0.6508807404789441,5.343365435485895,4.650880740478944,5.343365435485895,5.650880740478944,4.343365435485895
12.0,0.6508807404789441,5.343365435485895,5.650880740478944,4.343365435485895,6.650880740478944,4.343365435485895
